SNP,x,y,panel
NC_035780.1_2654159,-0.0586682645195999,-0.0438564242995231,CASE significant (all)
NC_035780.1_26587849,-0.0729102723518151,-0.0310606975610575,CASE significant (all)
NC_035780.1_26640754,0.08008752123522,0.0506883584778007,CASE significant (all)
NC_035780.1_26641245,0.0380578101403935,0.0446197635493853,CASE significant (all)
NC_035780.1_26641443,0.0238956354373288,0.0154705064985956,CASE significant (all)
NC_035780.1_26642058,0.0815400270804126,0.0992576315580771,CASE significant (all)
NC_035780.1_26886056,-0.0694435765940601,0.00135431625785442,CASE significant (all)
NC_035780.1_26886554,0.105648406145082,0.100485198088859,CASE significant (all)
NC_035780.1_27668305,0.052756788966629,0.0525618386332976,CASE significant (all)
NC_035780.1_27795173,0.0199242869682572,0.0693131478660756,CASE significant (all)
NC_035780.1_27798619,0.0166635939586503,0.0293824872274963,CASE significant (all)
NC_035780.1_27798629,0.0469614597165224,0.0298111953147406,CASE significant (all)
NC_035780.1_27798655,0.00192420741834775,-0.000517908006075004,CASE significant (all)
NC_035780.1_27798656,-0.0912902225716805,-0.0967831220937914,CASE significant (all)
NC_035780.1_27831310,-0.107092441832516,-0.126311343995529,CASE significant (all)
NC_035780.1_27833517,0.00479595249895047,0.0445288774402016,CASE significant (all)
NC_035780.1_27851034,0.0619459512817372,0.0303092167980109,CASE significant (all)
NC_035780.1_27851427,0.101002902518895,0.123260262680434,CASE significant (all)
NC_035780.1_27851446,0.0604187112143003,0.105599822909861,CASE significant (all)
NC_035780.1_27854732,0.0249674323479631,0.0411107859687826,CASE significant (all)
NC_035780.1_2919366,-0.0176299634376489,0.0337827545967405,CASE significant (all)
NC_035780.1_29904291,-0.00402727005855146,0.0234042084584003,CASE significant (all)
NC_035780.1_30519224,0.0725866690066032,-0.00518624661354392,CASE significant (all)
NC_035780.1_30691871,0.00959148171152065,-0.058691616125517,CASE significant (all)
NC_035780.1_30691886,0.0974666897358893,0.0593939783640209,CASE significant (all)
NC_035780.1_30691894,-0.00587277779343272,0.0418233138944999,CASE significant (all)
NC_035780.1_30850154,-0.0794706427933574,-0.0967393149663767,CASE significant (all)
NC_035780.1_31246565,-0.00240264618647936,-0.00625249820484987,CASE significant (all)
NC_035780.1_31273658,-0.033096719740623,-0.0170880911073817,CASE significant (all)
NC_035780.1_31325492,0.0320377088683791,0.0794512650276511,CASE significant (all)
NC_035780.1_31672604,-0.00959674932800051,0.00637445354931791,CASE significant (all)
NC_035780.1_32272407,0.107107788520038,0.231091571826866,CASE significant (all)
NC_035780.1_32273330,-0.0474174348725699,0.0745634298972151,CASE significant (all)
NC_035780.1_32273381,-0.0504780702711211,-0.0203625529389498,CASE significant (all)
NC_035780.1_32363479,-0.126592030379359,-0.137852362081465,CASE significant (all)
NC_035780.1_32363950,-0.0464725329603945,-0.0760228723994727,CASE significant (all)
NC_035780.1_32399018,-0.13983592001414,-0.111198480023614,CASE significant (all)
NC_035780.1_32399475,-0.0614234495998692,-0.032684642862071,CASE significant (all)
NC_035780.1_33139683,-0.0138508270118183,0.040973611889761,CASE significant (all)
NC_035780.1_33460432,-0.0203578421881404,0.0515570103282657,CASE significant (all)
NC_035780.1_33460446,-0.00737391794909949,0.00936132133772397,CASE significant (all)
NC_035780.1_33525853,-0.0993572470901961,-0.00823139816349063,CASE significant (all)
NC_035780.1_33922584,-0.0909295646780059,-0.0963577831337231,CASE significant (all)
NC_035780.1_33923386,0.0786114506950169,0.105585329885376,CASE significant (all)
NC_035780.1_3673218,-0.0542319830448517,0.0377512626028307,CASE significant (all)
NC_035780.1_37363574,-0.0847551674422077,-0.103065999467421,CASE significant (all)
NC_035780.1_38284214,0.0193078745340475,0.00991918504554012,CASE significant (all)
NC_035780.1_39347026,-0.0392921881910676,-0.0132822277303639,CASE significant (all)
NC_035780.1_39816837,-0.0619962384297348,-0.0219050980570679,CASE significant (all)
NC_035780.1_39816839,-0.0499269307261475,-0.0126963804452939,CASE significant (all)
NC_035780.1_39816950,0.0214151215258625,-0.00851740803423341,CASE significant (all)
NC_035780.1_416630,-0.0210415056658944,0.0249996499417476,CASE significant (all)
NC_035780.1_41731535,0.00160837940069435,0.00824210348745171,CASE significant (all)
NC_035780.1_42733221,0.0515913733725941,0.0239156748864369,CASE significant (all)
NC_035780.1_43048576,0.101136893944295,0.0497474024458385,CASE significant (all)
NC_035780.1_43048632,0.0776331136327822,0.0650609302420301,CASE significant (all)
NC_035780.1_45042287,0.0636769023991024,0.0454445746604765,CASE significant (all)
NC_035780.1_45936310,-0.0241185349563932,-0.0029812640775145,CASE significant (all)
NC_035780.1_46684551,0.00856417788460054,0.0770694382528995,CASE significant (all)
NC_035780.1_46792233,0.166298894191856,0.0715248321450601,CASE significant (all)
NC_035780.1_46892346,0.0694953171510979,0.0745543146469721,CASE significant (all)
NC_035780.1_47055026,-0.0565307700508699,0.0848504147860471,CASE significant (all)
NC_035780.1_47116571,-0.0204299831271418,-0.133223673070786,CASE significant (all)
NC_035780.1_47246171,-0.0178065833222883,0.0597025908971425,CASE significant (all)
NC_035780.1_47246176,0.0250264267205022,0.0803383367633763,CASE significant (all)
NC_035780.1_47301854,0.0199809479416075,0.0661099937513079,CASE significant (all)
NC_035780.1_47304766,0.00772966696637799,0.0526053381118522,CASE significant (all)
NC_035780.1_47304864,0.0868715454642201,0.0976515354842527,CASE significant (all)
NC_035780.1_47394431,-0.0104187246038813,-0.0596791032205701,CASE significant (all)
NC_035780.1_48529141,0.144234325117572,0.0990664722142823,CASE significant (all)
NC_035780.1_48531640,0.0156724709354402,0.0632507372817141,CASE significant (all)
NC_035780.1_48998762,-0.0412963490929314,-0.0290945320785811,CASE significant (all)
NC_035780.1_49947760,0.0447560723475099,0.0501340030399593,CASE significant (all)
NC_035780.1_49947770,0.0495308034154845,0.0399552266084238,CASE significant (all)
NC_035780.1_49952164,-0.10157106980417,0.0990790970639089,CASE significant (all)
NC_035780.1_53792133,-0.0490854130426132,-0.0493472564810042,CASE significant (all)
NC_035780.1_54733757,0.0286732893315074,0.100230150527113,CASE significant (all)
NC_035780.1_54733802,0.00587395668737324,0.109893211415785,CASE significant (all)
NC_035780.1_54843111,-0.00323686976645688,-0.0151197373966497,CASE significant (all)
NC_035780.1_55027801,0.025067535849147,-0.0324549197569284,CASE significant (all)
NC_035780.1_55038317,-0.0298399076238644,-0.00759686054696681,CASE significant (all)
NC_035780.1_55038356,-0.0488221068080171,-0.00870051327098229,CASE significant (all)
NC_035780.1_55377631,-0.0314102485348206,-0.00870295514088298,CASE significant (all)
NC_035780.1_55395085,-0.0184594746414208,-0.111324406372233,CASE significant (all)
NC_035780.1_55646379,-0.019133623535545,0.00231331106241561,CASE significant (all)
NC_035780.1_55857720,0.0573427279008927,0.13064015989306,CASE significant (all)
NC_035780.1_55857829,0.049018486433611,0.168255773934205,CASE significant (all)
NC_035780.1_55857939,-0.0274590342695076,-0.0878179258093173,CASE significant (all)
NC_035780.1_56130894,0.207913169199822,0.0816687646474881,CASE significant (all)
NC_035780.1_56153939,0.0862484193744805,-0.00544033711569861,CASE significant (all)
NC_035780.1_56155386,-0.0138567965763883,-0.00319017908816303,CASE significant (all)
NC_035780.1_56649256,-0.0570457450965828,0.0774512925251547,CASE significant (all)
NC_035780.1_56886492,0.0346404950996741,0.0486488318316318,CASE significant (all)
NC_035780.1_56913564,-0.0235138642404518,0.088518156991034,CASE significant (all)
NC_035780.1_574241,0.00455478288471162,-0.0679852271459598,CASE significant (all)
NC_035780.1_57757047,0.0509070996216442,0.038637567074621,CASE significant (all)
NC_035780.1_57800103,0.0452082137408943,0.0674963924963925,CASE significant (all)
NC_035780.1_57800352,-0.0703723393259664,-0.0706315406753656,CASE significant (all)
NC_035780.1_58094343,0.133042099549285,0.0949676326020007,CASE significant (all)
NC_035780.1_58165762,0.0348480436619231,0.0784131068729236,CASE significant (all)
NC_035780.1_58165876,0.101969638168214,0.0997257651051221,CASE significant (all)
NC_035780.1_58181306,-0.0328209835914079,0.0855094834563011,CASE significant (all)
NC_035780.1_58221721,0.0502591432011889,0.024176896364459,CASE significant (all)
NC_035780.1_58257160,0.056162321951661,0.0580265916087696,CASE significant (all)
NC_035780.1_58257163,0.0732463914212871,0.0710403484144424,CASE significant (all)
NC_035780.1_58257352,0.012799336808367,0.0130682648613615,CASE significant (all)
NC_035780.1_58705893,0.00418075749548966,-0.0355477988293197,CASE significant (all)
NC_035780.1_58941069,-0.0127713696119812,-0.0982444989227374,CASE significant (all)
NC_035780.1_58941276,-0.0437368651481671,-0.0282928003085586,CASE significant (all)
NC_035780.1_59718304,-0.0567896668934899,0.0749734419838228,CASE significant (all)
NC_035780.1_59723468,0.044361358629042,-0.00985907713610533,CASE significant (all)
NC_035780.1_60058147,0.0436630714840235,0.0506426592812104,CASE significant (all)
NC_035780.1_60058210,0.0730169626077554,0.0869989560974646,CASE significant (all)
NC_035780.1_60346285,0.0722266209767541,0.18407404681022,CASE significant (all)
NC_035780.1_60414429,-0.056278625776434,-0.0460009107465026,CASE significant (all)
NC_035780.1_60632893,0.0522686825276521,0.0982236120954839,CASE significant (all)
NC_035780.1_60632924,-0.0359800990182639,-0.115784394906856,CASE significant (all)
NC_035780.1_60632944,-0.0105231559439659,-0.11188029996526,CASE significant (all)
NC_035780.1_60806617,0.0853956948464544,0.0737114846622116,CASE significant (all)
NC_035780.1_60853968,-0.0177487685058607,-0.0366050726194357,CASE significant (all)
NC_035780.1_60854878,0.00343597024761549,-0.043396942607345,CASE significant (all)
NC_035780.1_60854931,-0.12576683505733,-0.146898467239703,CASE significant (all)
NC_035780.1_61153984,0.100224682565812,0.0248183917111004,CASE significant (all)
NC_035780.1_61304992,0.0333294209142512,-0.0027043738348882,CASE significant (all)
NC_035780.1_61305139,0.00944183854794328,-0.0364092336498767,CASE significant (all)
NC_035780.1_6169102,0.0296567226589334,0.0183465172906666,CASE significant (all)
NC_035780.1_6169608,0.0079422592459581,0.0252560613451283,CASE significant (all)
NC_035780.1_623970,0.0213784993107663,0.117952911039274,CASE significant (all)
NC_035780.1_62581100,0.0171979636734057,0.0392849575383429,CASE significant (all)
NC_035780.1_62581105,0.0236921900240454,0.0669650778585479,CASE significant (all)
NC_035780.1_62659390,0.0419941626736097,0.0683807115042362,CASE significant (all)
NC_035780.1_62659542,0.0405235512536795,0.0620511098392051,CASE significant (all)
NC_035780.1_626842,0.023771266452117,0.0783401104921924,CASE significant (all)
NC_035780.1_62761973,0.121265737259734,0.0952295190730145,CASE significant (all)
NC_035780.1_62762020,0.116207216760984,0.121892551064506,CASE significant (all)
NC_035780.1_62762307,0.0531176213123541,0.0137290091991561,CASE significant (all)
NC_035780.1_62777643,-0.0702032430341802,0.0495552438268322,CASE significant (all)
NC_035780.1_6368709,-0.0636267065866855,0.0172987455151508,CASE significant (all)
NC_035780.1_6373267,0.0733234480422501,0.063781155815838,CASE significant (all)
NC_035780.1_6409702,-0.0430407631885826,0.078329483745397,CASE significant (all)
NC_035780.1_64533774,0.043895751244285,0.054154326725032,CASE significant (all)
NC_035780.1_648078,-0.00591474036904468,0.0126809599920514,CASE significant (all)
NC_035780.1_7037971,0.0199855879783019,-0.082578465221643,CASE significant (all)
NC_035780.1_7037972,0.0214513562196426,-0.0791558049812223,CASE significant (all)
NC_035780.1_722952,0.00220061387838313,0.0140394350208539,CASE significant (all)
NC_035780.1_722997,0.0251323185955174,-0.0167953273571923,CASE significant (all)
NC_035780.1_723266,0.0556218737654155,0.105654002333164,CASE significant (all)
NC_035780.1_8051153,0.119683122577624,0.0829808717721439,CASE significant (all)
NC_035780.1_8059859,0.0509844177737887,0.0125294794665291,CASE significant (all)
NC_035780.1_8087434,0.0378323543085804,0.0680474301526933,CASE significant (all)
NC_035780.1_8090681,0.0177196920812764,0.106122797197682,CASE significant (all)
NC_035780.1_8154371,0.0433870630249102,0.0316449823005043,CASE significant (all)
NC_035780.1_8154410,-0.0522040829219604,-0.0319747718378789,CASE significant (all)
NC_035780.1_8155168,0.0010486752518517,0.0747705210313279,CASE significant (all)
NC_035780.1_8155543,0.018804653341336,-0.00684928867797518,CASE significant (all)
NC_035780.1_8219007,0.0146723845231359,0.0173082468261141,CASE significant (all)
NC_035780.1_8549206,0.0494567698384537,-0.0473052357953563,CASE significant (all)
NC_035780.1_8699244,0.0411375152365141,0.0156091472345542,CASE significant (all)
NC_035780.1_8742896,0.107093041706534,0.0545863796996499,CASE significant (all)
NC_035780.1_8915880,0.0755937851420855,0.0606266288326233,CASE significant (all)
NC_035780.1_904338,0.0507197390153968,0.0228385783942621,CASE significant (all)
NC_035780.1_939001,0.0226613916886906,0.0503747017379074,CASE significant (all)
NC_035780.1_9535980,-0.0485454134321491,-0.0588649800492243,CASE significant (all)
NC_035781.1_10126357,-0.00272577067579591,0.0297058266222753,CASE significant (all)
NC_035781.1_10989009,0.0117110121763654,0.0023791801170084,CASE significant (all)
NC_035781.1_10992444,0.00308420265585418,-0.0432705366019777,CASE significant (all)
NC_035781.1_10992450,0.0073252161958129,-0.0429189827383054,CASE significant (all)
NC_035781.1_10992459,0.00664306342492561,-0.0356853112448743,CASE significant (all)
NC_035781.1_1101269,0.0289875965510267,0.00808285428582568,CASE significant (all)
NC_035781.1_1148791,0.0619450820933301,0.0690891050103735,CASE significant (all)
NC_035781.1_1163009,-0.019101106594621,0.0467274009364665,CASE significant (all)
NC_035781.1_1171380,-0.0440194980883797,-0.0460909329288798,CASE significant (all)
NC_035781.1_11872545,0.0114201233765052,0.028242804940199,CASE significant (all)
NC_035781.1_11872598,0.0631006458224109,0.00502696819371576,CASE significant (all)
NC_035781.1_11878771,-0.0635903013542281,-0.0430637173707116,CASE significant (all)
NC_035781.1_11961921,-0.0192520282442634,-0.0320889578347062,CASE significant (all)
NC_035781.1_13020197,0.0144711033874413,0.00527670677518012,CASE significant (all)
NC_035781.1_13219981,0.0824449708830501,0.0950650354761197,CASE significant (all)
NC_035781.1_13224181,-0.0336704317738337,0.0161568046173001,CASE significant (all)
NC_035781.1_13629964,0.0498366922431495,0.0286028258875378,CASE significant (all)
NC_035781.1_13686183,-0.00763339865736276,0.0247492658377343,CASE significant (all)
NC_035781.1_13690950,0.0342144519451878,0.0212500933406971,CASE significant (all)
NC_035781.1_14213951,0.0230224621913463,0.0448951157460157,CASE significant (all)
NC_035781.1_14272306,-0.145943070701092,-0.0163861895302689,CASE significant (all)
NC_035781.1_14518764,0.00703191108407702,0.00474819123156251,CASE significant (all)
NC_035781.1_14678287,-0.0147451380142576,0.0065304970958725,CASE significant (all)
NC_035781.1_14793427,0.0703679339025361,0.0361178742079089,CASE significant (all)
NC_035781.1_14793502,-0.0378493105591376,-0.0414682925222215,CASE significant (all)
NC_035781.1_14794176,-0.112591263190179,-0.115816780602199,CASE significant (all)
NC_035781.1_14795602,-0.0403307204793456,-0.0312673546589592,CASE significant (all)
NC_035781.1_14795654,-0.0537307953766202,-0.0543097069613071,CASE significant (all)
NC_035781.1_14932245,0.0712653827634631,0.082022325349393,CASE significant (all)
NC_035781.1_14932258,0.0429111446438016,0.0516174600966957,CASE significant (all)
NC_035781.1_15025276,-0.0965279038833565,-0.110603033173401,CASE significant (all)
NC_035781.1_15204165,0.0356681410187045,0.0387205089028271,CASE significant (all)
NC_035781.1_15204307,-0.00306383113533834,0.0907013334620029,CASE significant (all)
NC_035781.1_15229480,0.042648531957987,0.0869858159196639,CASE significant (all)
NC_035781.1_15229552,0.10055017651921,0.164591058454558,CASE significant (all)
NC_035781.1_15355177,0.0588682769718038,0.0314350917586299,CASE significant (all)
NC_035781.1_15355805,-0.0094402658389778,0.0057371250441071,CASE significant (all)
NC_035781.1_15455991,0.121985221463454,0.128729569074041,CASE significant (all)
NC_035781.1_15461753,0.00480425556083275,0.0257347088932595,CASE significant (all)
NC_035781.1_15466418,-0.00507963384452355,0.0211205818862198,CASE significant (all)
NC_035781.1_15466421,-0.0602224635940844,-0.0317407549421373,CASE significant (all)
NC_035781.1_15527894,-0.113446472829569,-0.146662336222421,CASE significant (all)
NC_035781.1_15527898,-0.166132608787123,-0.146651892661067,CASE significant (all)
NC_035781.1_15534363,0.0541448042121719,0.0277687774945819,CASE significant (all)
NC_035781.1_15749611,0.044671643209215,0.0149935695233952,CASE significant (all)
NC_035781.1_15749616,0.0439166466752152,0.0329746630035706,CASE significant (all)
NC_035781.1_16007185,0.0596282798541211,0.0752976261056889,CASE significant (all)
NC_035781.1_16007833,0.0265082877773241,-0.0332675433944839,CASE significant (all)
NC_035781.1_16030140,-0.0962766526635707,-0.0673856265333579,CASE significant (all)
NC_035781.1_16030326,0.0016134337547875,0.0182083015107215,CASE significant (all)
NC_035781.1_16061320,0.0244286866046039,0.0476966117147399,CASE significant (all)
NC_035781.1_16395764,0.107635882169451,0.135190135118095,CASE significant (all)
NC_035781.1_16411970,0.0537756055418423,0.131166978440376,CASE significant (all)
NC_035781.1_16757531,0.00813205955441142,0.101621217263291,CASE significant (all)
NC_035781.1_17461033,-0.0195656226504256,-0.0148689237625845,CASE significant (all)
NC_035781.1_17461159,0.00686789953536691,-0.00542165556384937,CASE significant (all)
NC_035781.1_17519685,-0.0162452196744449,0.0601827295146429,CASE significant (all)
NC_035781.1_17850618,0.0850509549906881,0.0837659387672377,CASE significant (all)
NC_035781.1_18093025,0.0832032437496018,0.0987485813468609,CASE significant (all)
NC_035781.1_18111884,-0.014237497087877,0.022083311720516,CASE significant (all)
NC_035781.1_18119921,-0.0456765092585722,-0.0559046173601087,CASE significant (all)
NC_035781.1_18281727,0.0472090856482121,0.016751331916266,CASE significant (all)
NC_035781.1_19675704,0.0214919809001617,0.0647843806815664,CASE significant (all)
NC_035781.1_19675803,0.0498690791990787,0.0466629115334079,CASE significant (all)
NC_035781.1_2013247,-0.0528084691252806,-0.0439539140215442,CASE significant (all)
NC_035781.1_20342878,0.00617512009834009,0.0193234052937171,CASE significant (all)
NC_035781.1_20343007,0.0354491220715787,0.0560846441959838,CASE significant (all)
NC_035781.1_20343021,-0.0241687123435826,-0.138776463346669,CASE significant (all)
NC_035781.1_20509071,0.0298473871833804,-0.00155457443830114,CASE significant (all)
NC_035781.1_20672156,0.0416315356438983,0.0301942441533735,CASE significant (all)
NC_035781.1_22253237,0.0526177892450605,-0.00884349119299966,CASE significant (all)
NC_035781.1_22767091,-0.145201990767373,-0.0999330128380924,CASE significant (all)
NC_035781.1_22827885,0.134391800587299,0.126744705959417,CASE significant (all)
NC_035781.1_22840174,-0.0888692092720314,-0.0628341672839852,CASE significant (all)
NC_035781.1_22892689,-0.0176250390416806,-0.00449235370942916,CASE significant (all)
NC_035781.1_2381574,-0.0358950885620148,-0.0860935270536199,CASE significant (all)
NC_035781.1_24177808,0.0538730181257302,0.0616977224615873,CASE significant (all)
NC_035781.1_24186589,0.0673772136288306,0.0609121610328723,CASE significant (all)
NC_035781.1_24384198,-0.0634663021649829,-0.0422766197497159,CASE significant (all)
NC_035781.1_24410902,0.111144749863086,0.0718007386129524,CASE significant (all)
NC_035781.1_24671946,-0.0862423819763515,-0.0374931959138933,CASE significant (all)
NC_035781.1_25128626,0.0135267311535216,0.034045002192661,CASE significant (all)
NC_035781.1_25352616,0.042190290570465,0.103327370200285,CASE significant (all)
NC_035781.1_25352908,0.0246096949688667,0.0482174268217029,CASE significant (all)
NC_035781.1_25352982,-0.00110109059732845,0.0480961855121207,CASE significant (all)
NC_035781.1_25353037,0.0788021358667707,0.0652899088009499,CASE significant (all)
NC_035781.1_2543661,-0.0202652303791532,-0.0369251193109632,CASE significant (all)
NC_035781.1_2543722,0.0273300056696719,0.0425419145540704,CASE significant (all)
NC_035781.1_25533148,-0.104154545061751,-0.042487708376404,CASE significant (all)
NC_035781.1_25533706,-0.073563105946965,-0.0862116173624116,CASE significant (all)
NC_035781.1_25533707,-0.0790105271712813,-0.0946927184379461,CASE significant (all)
NC_035781.1_25533869,0.0180477125729587,-0.0150593547455228,CASE significant (all)
NC_035781.1_25939827,0.0212348762350915,0.0353523309767593,CASE significant (all)
NC_035781.1_25939836,0.0182016716535224,0.0408377870366703,CASE significant (all)
NC_035781.1_25939903,0.0463624769391646,0.0694351804360581,CASE significant (all)
NC_035781.1_25939929,0.0610366650755805,0.0772635001534651,CASE significant (all)
NC_035781.1_25939951,0.0691552988927579,0.069765739741464,CASE significant (all)
NC_035781.1_25939954,0.0616806191394251,0.0664727197406316,CASE significant (all)
NC_035781.1_25939975,0.0445850406595372,0.0523313306307778,CASE significant (all)
NC_035781.1_25940324,0.00693235855315575,0.0406137373269103,CASE significant (all)
NC_035781.1_26320012,0.0733314679983769,0.135039555197438,CASE significant (all)
NC_035781.1_26320137,-0.0387033798513724,0.0922413836154891,CASE significant (all)
NC_035781.1_26327944,-0.0293715656781959,-0.0246518553643819,CASE significant (all)
NC_035781.1_26327946,-0.0725098119409281,-0.0565253655766449,CASE significant (all)
