snp,dCA,dSE,dCASE,block,dCASE_o,dCA_o,dSE_o,add,syn
NC_035782.1_3295270,0.0216137988067813,0.0527565950614075,0.10766206122528,B10,0.10766206122528,0.0216137988067813,0.0527565950614075,0.0743703938681888,0.0332916673570908
NC_035782.1_37081754,-0.0478851535865123,-0.143806014587448,-0.215461810263363,B10,0.215461810263363,0.0478851535865123,0.143806014587448,0.19169116817396,0.0237706420894033
NC_035782.1_47172358,0.0170397856112142,0.0756123525359511,0.0935411029682941,B10,0.0935411029682941,0.0170397856112142,0.0756123525359511,0.0926521381471653,0.000888964821128852
NC_035782.1_47262306,-0.00103901113140116,0.0378997466636987,0.0851269387854754,B10,0.0851269387854754,-0.00103901113140116,0.0378997466636987,0.0368607355322975,0.0482662032531778
NC_035782.1_49476329,0.00131578947368421,0.0574586644742852,0.12285200179937,B10,0.12285200179937,0.00131578947368421,0.0574586644742852,0.0587744539479694,0.0640775478514008
NC_035782.1_49959655,0.0135952107224171,0.0597778276898106,0.102179851108323,B10,0.102179851108323,0.0135952107224171,0.0597778276898106,0.0733730384122276,0.0288068126960958
NC_035782.1_50473988,0.0312214729717017,0.076579793939129,0.104479391437596,B10,0.104479391437596,0.0312214729717017,0.076579793939129,0.107801266910831,-0.00332187547323493
NC_035782.1_53240880,-0.0333663949384592,-0.0528823124554501,-0.106852033383356,B10,0.106852033383356,0.0333663949384592,0.0528823124554501,0.0862487073939093,0.0206033259894465
NC_035782.1_53815081,-0.0179046271607625,0.0441090469958094,0.077695929552788,B10,0.077695929552788,-0.0179046271607625,0.0441090469958094,0.0262044198350469,0.0514915097177411
NC_035782.1_53916205,0.00675362130280163,0.00639538969709748,0.123516488764716,B10,0.123516488764716,0.00675362130280163,0.00639538969709748,0.0131490109998991,0.110367477764817
NC_035782.1_54304758,-0.0671999526609456,-0.177710067831399,-0.214678666127084,B10,0.214678666127084,0.0671999526609456,0.177710067831399,0.244910020492345,-0.0302313543652613
NC_035782.1_54487482,-0.0106048147865334,0.0389660573198311,0.0681521044466007,B10,0.0681521044466007,-0.0106048147865334,0.0389660573198311,0.0283612425332977,0.039790861913303
NC_035782.1_55855189,0.04543565491064,0.0573548377452916,0.101750607341191,B10,0.101750607341191,0.04543565491064,0.0573548377452916,0.102790492655932,-0.001039885314741
NC_035782.1_56992794,-0.00431639375744965,0.0358794040683507,0.0667455910501436,B10,0.0667455910501436,-0.00431639375744965,0.0358794040683507,0.031563010310901,0.0351825807392425
NC_035782.1_57594739,0.00803722768437248,0.0571496668284805,0.142906802487206,B10,0.142906802487206,0.00803722768437248,0.0571496668284805,0.065186894512853,0.0777199079743535
NC_035782.1_59805920,0.0260862774297354,0.0499120160884867,0.0876443001443001,B10,0.0876443001443001,0.0260862774297354,0.0499120160884867,0.0759982935182221,0.0116460066260781
NC_035782.1_6015410,0.0531542154351966,0.0338791330485683,0.104163778071889,B10,0.104163778071889,0.0531542154351966,0.0338791330485683,0.0870333484837649,0.0171304295881243
NC_035782.1_61703729,-0.00892532849054588,0.10250118486922,0.247696747800422,B10,0.247696747800422,-0.00892532849054588,0.10250118486922,0.0935758563786742,0.154120891421748
NC_035782.1_61744861,0.0503583373148591,0.0634973550543611,0.0689073268508875,B10,0.0689073268508875,0.0503583373148591,0.0634973550543611,0.11385569236922,-0.0449483655183326
NC_035782.1_63113934,0.0422479497410117,0.102373219390062,0.193438948758098,B10,0.193438948758098,0.0422479497410117,0.102373219390062,0.144621169131074,0.0488177796270239
NC_035782.1_67537375,0.000165271528032019,0.037973137973138,0.0631943085814811,B10,0.0631943085814811,0.000165271528032019,0.037973137973138,0.03813840950117,0.0250558990803111
NC_035782.1_69223095,0.0262637220946129,0.0504600416442063,0.0784070656692892,B10,0.0784070656692892,0.0262637220946129,0.0504600416442063,0.0767237637388192,0.00168330193046998
NC_035782.1_9994123,0.0462459590287836,0.0501940269181649,0.103999040315252,B10,0.103999040315252,0.0462459590287836,0.0501940269181649,0.0964399859469484,0.00755905436830377
NC_035783.1_11137183,0.0793007595333177,0.137652535143355,0.155949377404981,B10,0.155949377404981,0.0793007595333177,0.137652535143355,0.216953294676673,-0.0610039172716921
NC_035783.1_1494090,0.0434749338215699,0.00525655223329642,0.0801882188642533,B10,0.0801882188642533,0.0434749338215699,0.00525655223329642,0.0487314860548663,0.031456732809387
NC_035783.1_15097372,0.0271273114056619,0.0523230756587121,0.0874043586392309,B10,0.0874043586392309,0.0271273114056619,0.0523230756587121,0.079450387064374,0.00795397157485694
NC_035783.1_16658655,0.031561909011511,0.0484830767256331,0.114300695429136,B10,0.114300695429136,0.031561909011511,0.0484830767256331,0.0800449857371441,0.034255709691992
NC_035783.1_1732317,0.0161814076908417,0.0301042849360174,0.0715975891119528,B10,0.0715975891119528,0.0161814076908417,0.0301042849360174,0.046285692626859,0.0253118964850938
NC_035783.1_19226765,0.0285359403006462,0.0875752125752126,0.115405495268195,B10,0.115405495268195,0.0285359403006462,0.0875752125752126,0.116111152875859,-0.000705657607663265
NC_035783.1_20043125,0.000699659800882047,0.0286610186289159,0.091681230867226,B10,0.091681230867226,0.000699659800882047,0.0286610186289159,0.029360678429798,0.062320552437428
NC_035783.1_20697683,0.0307709130672499,0.0835251322751323,0.14823812255826,B10,0.14823812255826,0.0307709130672499,0.0835251322751323,0.114296045342382,0.0339420772158781
NC_035783.1_22530435,0.0458808933002482,0.0257284382284382,0.120249130178295,B10,0.120249130178295,0.0458808933002482,0.0257284382284382,0.0716093315286864,0.0486397986496085
NC_035783.1_22598014,0.0238225101176908,0.0329615917032488,0.107174961346604,B10,0.107174961346604,0.0238225101176908,0.0329615917032488,0.0567841018209396,0.0503908595256646
NC_035783.1_22599050,0.0357547886743928,0.0542319675779511,0.0692395883233867,B10,0.0692395883233867,0.0357547886743928,0.0542319675779511,0.0899867562523439,-0.0207471679289572
NC_035783.1_23563592,0.0193236714975845,0.0905257936507937,0.163140198608179,B10,0.163140198608179,0.0193236714975845,0.0905257936507937,0.109849465148378,0.0532907334598007
NC_035783.1_24759888,0.0257220550253988,0.0410096968686616,0.116761022636848,B10,0.116761022636848,0.0257220550253988,0.0410096968686616,0.0667317518940604,0.0500292707427874
NC_035783.1_24769424,0.00439526987472193,0.0651016189883436,0.151973849904884,B10,0.151973849904884,0.00439526987472193,0.0651016189883436,0.0694968888630655,0.0824769610418189
NC_035783.1_28552508,0.008125,0.0588471542227662,0.233662057590332,B10,0.233662057590332,0.008125,0.0588471542227662,0.0669721542227662,0.166689903367566
NC_035783.1_28694771,0.0422480128530357,0.0545573913994967,0.0742563776860379,B10,0.0742563776860379,0.0422480128530357,0.0545573913994967,0.0968054042525324,-0.0225490265664945
NC_035783.1_28695373,0.0155843193664931,0.0603234712498273,0.0930483889665183,B10,0.0930483889665183,0.0155843193664931,0.0603234712498273,0.0759077906163205,0.0171405983501978
NC_035783.1_28775533,0.0315780301570122,0.0550522212527998,0.0725243791981036,B10,0.0725243791981036,0.0315780301570122,0.0550522212527998,0.086630251409812,-0.0141058722117085
NC_035783.1_29116714,-0.0216771488469602,0.0415437197560774,0.0748184602149947,B10,0.0748184602149947,-0.0216771488469602,0.0415437197560774,0.0198665709091172,0.0549518893058775
NC_035783.1_30058348,0.0194925898540062,0.0569942951773188,0.0708351035937243,B10,0.0708351035937243,0.0194925898540062,0.0569942951773188,0.076486885031325,-0.0056517814376007
NC_035783.1_3332230,0.0423235850429216,0.115138129247718,0.191817345295606,B10,0.191817345295606,0.0423235850429216,0.115138129247718,0.15746171429064,0.0343556310049663
NC_035783.1_33349382,-0.0164700590198248,0.0540278785683767,0.0726153137880755,B10,0.0726153137880755,-0.0164700590198248,0.0540278785683767,0.0375578195485518,0.0350574942395236
NC_035783.1_34775811,0.0101896259591292,0.00705782169702745,0.0819977545531292,B10,0.0819977545531292,0.0101896259591292,0.00705782169702745,0.0172474476561566,0.0647503068969726
NC_035783.1_34893943,0.0251165885798964,0.0227679391555205,0.0561673351829845,B10,0.0561673351829845,0.0251165885798964,0.0227679391555205,0.047884527735417,0.00828280744756754
NC_035783.1_34894379,0.0178350524460136,0.0291863645890178,0.0687503694575098,B10,0.0687503694575098,0.0178350524460136,0.0291863645890178,0.0470214170350314,0.0217289524224785
NC_035783.1_36449307,0.0112496338994616,0.0220935983715455,0.113700564223745,B10,0.113700564223745,0.0112496338994616,0.0220935983715455,0.033343232271007,0.0803573319527378
NC_035783.1_37205517,0.014184939531714,-0.05710663459065,-0.124863215107081,B10,0.124863215107081,-0.014184939531714,0.05710663459065,0.042921695058936,0.0819415200481452
NC_035783.1_39284303,0.00796966368522377,0.0482173657426225,0.0754513732811707,B10,0.0754513732811707,0.00796966368522377,0.0482173657426225,0.0561870294278463,0.0192643438533244
NC_035783.1_42333728,0.0305208210977104,0.0607708908383842,0.0731589805415877,B10,0.0731589805415877,0.0305208210977104,0.0607708908383842,0.0912917119360946,-0.0181327313945069
NC_035783.1_42346656,0.0201262040865209,0.0286054595234621,0.0454773591055052,B10,0.0454773591055052,0.0201262040865209,0.0286054595234621,0.048731663609983,-0.00325430450447783
NC_035783.1_42595102,0.0345435006074199,0.0461228341053354,0.0826724961053319,B10,0.0826724961053319,0.0345435006074199,0.0461228341053354,0.0806663347127553,0.00200616139257666
NC_035783.1_42711839,0.0229448281378587,0.0316517716792612,0.0780166804823065,B10,0.0780166804823065,0.0229448281378587,0.0316517716792612,0.0545965998171198,0.0234200806651866
NC_035783.1_42713784,-0.00305216426193118,0.0329867576575215,0.0816129261293768,B10,0.0816129261293768,-0.00305216426193118,0.0329867576575215,0.0299345933955903,0.0516783327337865
NC_035783.1_46622849,0.0290545662452462,0.00784313725490196,0.0800573300573301,B10,0.0800573300573301,0.0290545662452462,0.00784313725490196,0.0368977035001481,0.0431596265571819
NC_035783.1_46890011,-0.0241015623517516,-0.047973946962691,-0.127620485916193,B10,0.127620485916193,0.0241015623517516,0.047973946962691,0.0720755093144426,0.0555449766017499
NC_035783.1_48125910,0.000829107913496101,0.0301451852052763,0.0716217596184792,B10,0.0716217596184792,0.000829107913496101,0.0301451852052763,0.0309742931187724,0.0406474664997068
NC_035783.1_49371303,0.0526455026455026,0.0225234235182651,0.0897049310842414,B10,0.0897049310842414,0.0526455026455026,0.0225234235182651,0.0751689261637677,0.0145360049204737
NC_035783.1_50526384,0.0234632034632035,0.0403929125929453,0.0693374606277832,B10,0.0693374606277832,0.0234632034632035,0.0403929125929453,0.0638561160561488,0.00548134457163441
NC_035783.1_50578537,-0.00795735129068463,0.0509941927369069,0.0818340235815964,B10,0.0818340235815964,-0.00795735129068463,0.0509941927369069,0.0430368414462223,0.0387971821353741
NC_035783.1_51461055,-0.0130837359098229,0.0640052989378327,0.148359386740196,B10,0.148359386740196,-0.0130837359098229,0.0640052989378327,0.0509215630280098,0.0974378237121866
NC_035783.1_52541884,0.0396394222535999,0.075355952020505,0.0837093201189687,B10,0.0837093201189687,0.0396394222535999,0.075355952020505,0.114995374274105,-0.0312860541551361
NC_035783.1_53509844,0.0158557130076941,0.0367534869880425,0.0677783000623331,B10,0.0677783000623331,0.0158557130076941,0.0367534869880425,0.0526091999957365,0.0151691000665966
NC_035783.1_53510104,-0.116315789492727,-0.0374197487100713,-0.212718463049882,B10,0.212718463049882,0.116315789492727,0.0374197487100713,0.153735538202799,0.0589829248470828
NC_035783.1_58567456,0.048265253169249,0.029170948780827,0.116141714969259,B10,0.116141714969259,0.048265253169249,0.029170948780827,0.077436201950076,0.0387055130191833
NC_035783.1_58567484,0.0363636363636364,0.0423469387755102,0.137788024814446,B10,0.137788024814446,0.0363636363636364,0.0423469387755102,0.0787105751391466,0.059077449675299
NC_035784.1_12893156,-0.0186581290078339,0.01364159563022,0.114537634600167,B10,0.114537634600167,-0.0186581290078339,0.01364159563022,-0.00501653337761391,0.119554167977781
NC_035784.1_18224966,0.0274188902661125,0.0762465183476071,0.140175705818981,B10,0.140175705818981,0.0274188902661125,0.0762465183476071,0.10366540861372,0.0365102972052611
NC_035784.1_25586951,-0.0455830429010041,-0.0824605820148939,-0.153593847179744,B10,0.153593847179744,0.0455830429010041,0.0824605820148939,0.128043624915898,0.0255502222638457
NC_035784.1_3567250,0.00668683662581451,0.0523055689722356,0.0819046015919466,B10,0.0819046015919466,0.00668683662581451,0.0523055689722356,0.0589924055980502,0.0229121959938965
NC_035784.1_36477564,-0.0134638906301881,-0.0876685714493588,-0.14106344733365,B10,0.14106344733365,0.0134638906301881,0.0876685714493588,0.101132462079547,0.0399309852541029
NC_035784.1_37911467,0.0551686268112489,-0.0185260661391527,-0.181699736577785,B10,0.181699736577785,-0.0551686268112489,0.0185260661391527,-0.0366425606720962,0.218342297249882
NC_035784.1_40653153,-0.00456093139019968,0.0541561923914865,0.0846768646064421,B10,0.0846768646064421,-0.00456093139019968,0.0541561923914865,0.0495952610012868,0.0350816036051552
NC_035784.1_44177238,0.00729576936473488,0.0886904063531881,0.183866492448942,B10,0.183866492448942,0.00729576936473488,0.0886904063531881,0.095986175717923,0.0878803167310188
NC_035784.1_45094171,0.00275431697712298,0.0548385038220282,0.12047874470749,B10,0.12047874470749,0.00275431697712298,0.0548385038220282,0.0575928207991512,0.0628859239083386
NC_035784.1_46804316,0.00204249327506201,0.0485792152373801,0.0833416362738108,B10,0.0833416362738108,0.00204249327506201,0.0485792152373801,0.0506217085124421,0.0327199277613687
