snp,dCA,dCA_l,dSE,dSE_l,dCASE,dCASE_l,dCON,dCON_l,block,o,CASE_eff,CA_eff,SE_eff,dCON_o,I,S3,I_l
NC_035780.1_14694387,0.0352065724431017,1.07531950757848,0.0273152983877248,0.910565083451654,0.0863057662282592,1.79241480963494,0.0281841294828308,0.929949937762915,B10,1,0.0581216367454284,0.00702244296027093,-0.000868831095106,0.0281841294828308,0.0519680248802635,0.0237838953974327,0.736480156367724
NC_035780.1_14698791,-0.0543461925662426,-0.298165264123116,-0.175071010860485,-1.2729476558375,-0.0998317764107238,-0.593676639260042,-0.105214370929409,-0.632639220794161,B10,1,0.00538259451868567,0.0508681783631669,-0.0698566399310751,-0.105214370929409,0.0243710560865939,0.129585427016003,0.344797059906412
NC_035780.1_14698999,0.0359123370922603,2.18169856334115,0.0524336904849257,2.53995229816902,0.0547700089458817,2.58246907009923,-6.70690811535877e-05,-0.0142520227072014,B10,1,0.0548370780270353,0.0359794061734139,0.0525007595660793,-6.70690811535877e-05,-0.0336430877124579,-0.0335760186313043,-2.15343381411814
NC_035780.1_15499443,0.043982683982684,0.943088925028879,-0.0132090132090132,-0.586049045003578,0.125448684285577,1.77555244063919,0.0255480335267569,0.638140551047734,B10,1,0.0999006507588197,0.0184346504559271,-0.0387570467357701,0.0255480335267569,0.120223047038663,0.0946750135119058,2.05665311166162
NC_035780.1_15610936,0.0126262626262626,0.993633525257714,0.0689423869955038,2.38457406801547,0.127607404990772,3.01931020594665,0.0153805694119244,1.12425955526893,B10,1,0.112226835578848,-0.00275430678566177,0.0535618175835794,0.0153805694119244,0.0614193247809302,0.0460387553690058,0.765362167942405
NC_035780.1_15720403,0.00112794231016936,0.0378457322550285,0.00167963766976287,0.0558787450315106,0.0364863446737496,0.830711518767911,-0.00955606752982566,-0.390399380843325,B10,1,0.0460424122035753,0.010684009839995,0.0112357051995885,-0.00955606752982566,0.0241226971639917,0.0336787646938174,0.346587660638047
NC_035780.1_16187099,-0.012579507330559,-0.174473554384703,0.0412375534194725,0.442856783586072,0.0687765313563396,0.672663506684726,-0.0059694781730454,-0.079605461977303,B10,1,0.074746009529385,-0.00661002915751358,0.0472070315925179,-0.0059694781730454,0.0341490070943806,0.040118485267426,0.324674815506054
NC_035780.1_16504638,-0.0362238117573483,-0.759201280548766,-0.0372837039503706,-0.791696565854342,-0.0705128205128205,-4.32791630902635,-0.0475912975912976,-1.17365216900592,B10,-1,0.0229215229215229,-0.0113674858339492,-0.010307593640927,0.0475912975912976,0.0445966023963991,-0.00299469519489844,3.95067063162916
NC_035780.1_17658402,-0.00180625670057416,-0.114522047537143,0.0206413753783437,0.817755105447703,0.0898442497500509,1.93652125234136,0.0329512855301082,1.11390601114079,B10,1,0.0568929642199427,-0.0347575422306824,-0.0123099101517645,0.0329512855301082,0.10396041660239,0.0710091310722814,2.34719420557159
NC_035780.1_17667152,0.0391231679457956,0.160142534667995,0.127360210946549,0.514180710632541,0.164880234767976,0.665977177634332,0.113869995100645,0.46006454417952,B10,1,0.0510102396673309,-0.0747468271548496,0.0134902158459035,0.113869995100645,0.112266850976277,-0.00160314412436824,0.451718476513317
NC_035780.1_17667463,0.0569477427485326,0.360262425940748,0.0565225551722137,0.357835876511783,0.168054307676949,0.91414481046314,-0.0286266359237489,-0.218519987676678,B10,1,0.196680943600698,0.0855743786722815,0.0851491910959626,-0.0286266359237489,0.025957373832454,0.0545840097562029,-0.0224734796660693
NC_035780.1_17667995,0.00473128773309605,0.122349220328887,0.069604433131057,1.116409733977,0.103494507282815,1.42898044541657,-0.0305672761368964,-1.66571874833269,B10,1,0.134061783419711,0.0352985638699924,0.100171709267953,-0.0305672761368964,-0.00140848971823474,0.0291587864186617,-1.475497257222
NC_035780.1_17684340,0.056784537176694,1.45277026354438,0.0038366571699905,0.190029489714698,0.143308646321614,2.31436483958651,-0.0115909620312136,-0.637393024660131,B10,1,0.154899608352827,0.0683754992079076,0.0154276192012041,-0.0115909620312136,0.0710964899437154,0.082687451974929,0.0341720616673031
NC_035780.1_17684430,0.0191919191919192,1.58809372487342,0.0823078730055474,2.93687939880964,0.108496732026144,3.22819482559541,0.0085549371263657,0.99961716687736,B10,1,0.0999417948997781,0.0106369820655535,0.0737529358791817,0.0085549371263657,0.0155518769550429,0.00699693982867718,-0.297161131210286
NC_035780.1_18447492,0.0505185808871369,0.240084664003028,-0.0681509222379146,-0.372771898975408,-0.141192997545199,-0.89212508121433,-0.0846660676849356,-0.475914976508793,B10,-1,0.0565269298602632,-0.135184648572073,-0.016515145447021,0.0846660676849356,0.208226723879357,0.123560656194421,1.23535282275074
NC_035780.1_1882217,0.0492002347934551,3.94534968581717,0.0792034819643958,4.45353596475462,0.1102585961921,4.81865239694542,0.0158730158730159,2.77962039360346,B10,1,0.0943855803190842,0.0333272189204393,0.0633304660913799,0.0158730158730159,-0.00227210469273502,-0.0181451205657509,-0.800612860022905
NC_035780.1_19319176,0.02299870444627,0.114963739690202,-0.0650591566904587,-0.366292631573453,-0.137971883099723,-0.906552061853573,-0.0678484015237966,-0.383807717465017,B10,-1,0.0701234815759262,-0.0908471059700667,-0.00278924483333798,0.0678484015237966,0.163759832379331,0.0959114308555342,1.03903088743534
NC_035780.1_19376247,0.0824846868789743,0.601762917152144,0.0740770275857995,0.550092897807257,0.134387237008031,0.891616189097709,0.0143354117597357,0.12404214181182,B10,1,0.120051825248295,0.0681492751192386,0.0597416158260638,0.0143354117597357,-0.00783906569700729,-0.022174477456743,-0.136197484049872
NC_035780.1_19595212,-0.0125942776300832,-0.630812929316593,0.0418154493089024,0.972336833010487,0.0599388257240873,1.22480218547939,-0.00920646234259919,-0.420335270587616,B10,1,0.0691452880666865,-0.00338781528748404,0.0510219116515015,-0.00920646234259919,0.021511191702669,0.0307176540452682,0.462943011197879
NC_035780.1_19671795,0.144870568692007,0.678129694182221,0.0834661300980374,0.410710910211741,0.175041622575362,0.803426842148621,0.0471037127906889,0.240520499968537,B10,1,0.127937909784673,0.0977668559013176,0.0363624173073485,0.0471037127906889,-0.0061913634239934,-0.0532950762146823,-0.0448932622768037
NC_035780.1_19793486,0.00100027271310581,0.0673557345260107,0.0631023411080592,1.73897002713898,0.108161672908864,2.24649661597807,0.00797353539204473,0.444284746356285,B10,1,0.100188137516819,-0.00697326267893892,0.0551288057160145,0.00797353539204473,0.0520325944797436,0.0440590590876989,0.884455600669364
NC_035780.1_19946760,-0.00234071484071483,-0.0149753473040501,0.0111166171914297,0.0693286255130685,0.0235947613140596,0.143929365992841,-0.0721544919392601,-0.547692550939253,B10,1,0.0957492532533197,0.0698137770985453,0.0832711091306898,-0.0721544919392601,-0.0573356329759154,0.0148188589633447,-0.45811646315543
NC_035780.1_19976031,0.013858675831504,0.0911724170771393,-0.0733593663112037,-0.608727561756564,-0.0729117139867346,-0.604042031620353,-0.0342120847432083,-0.251527579495505,B10,-1,0.0386996292435263,-0.0480707605747123,0.0391472815679954,0.0342120847432083,0.0476231082502432,0.0134110235070349,0.338014466436434
NC_035780.1_20467136,0.000828345016288,0.0355277808242644,0.0244407152132654,0.738872126559978,0.079787313108737,1.56660038914898,0.0303853021459763,0.862087511484706,B10,1,0.0494020109627607,-0.0295569571296883,-0.00594458693271085,0.0303853021459763,0.0849035550251598,0.0545182528791836,1.65428799324944
NC_035780.1_20636191,0.020712963661287,0.832067467795302,0.0166976637078313,0.713970366432902,0.0795256233548609,1.84183160657253,-0.00337222492302706,-0.230894167060104,B10,1,0.082897848277888,0.0240851885843141,0.0200698886308584,-0.00337222492302706,0.0387427710627155,0.0421149959857425,0.0648996052842263
NC_035780.1_20748489,0.0568071423433611,0.358505411088196,0.0728755833882375,0.447823209112361,0.12326117180197,0.704896668273678,0.0728448224666115,0.44765615466773,B10,1,0.0504163493353584,-0.0160376801232505,3.07609216259885e-05,0.0728448224666115,0.0664232685369828,-0.0064215539296287,0.346224202740851
NC_035780.1_2173819,0.0211888210813969,1.20230834378043,0.0357385337667028,1.60664130955732,0.121625058589398,2.76669453750899,0.00542514345331247,0.461509005254313,B10,1,0.116199915136085,0.0157636776280844,0.0303133903133903,0.00542514345331247,0.0701228471946106,0.0646977037412982,0.419253889425554
NC_035780.1_21952643,0.0203278383249065,0.262535270328529,0.00934426591554408,0.12782187462139,0.063968894644472,0.689457079221867,0.026202597266977,0.328955299592839,B10,1,0.037766297377495,-0.00587475894207042,-0.0168583313514329,0.026202597266977,0.0604993876709983,0.0342967904040214,0.628055233864787
NC_035780.1_21953090,-0.0387883927109318,-0.757810450877604,-0.0579682060731318,-1.50742393431489,-0.0439714168130878,-0.913991176481773,-0.0124089552233652,-0.192081533648244,B10,-1,0.0315624615897226,0.0263794374875666,0.0455592508497666,0.0124089552233652,-0.0403762267476106,-0.0527851819709758,-1.15916167506248
NC_035780.1_21958832,0.0216181622490096,1.07765043502026,-0.0192586787414374,-0.845396237496044,0.049518830933992,1.71749790807498,0.0348284830898525,1.42674934511531,B10,1,0.0146903478441395,-0.0132103208408429,-0.0540871618312899,0.0348284830898525,0.0819878305162723,0.0471593474264198,2.91199305566608
NC_035780.1_22005285,0.106603600214784,1.63327831964485,0.0773580273462,1.35897936476791,0.1374902833722,1.87359834012772,0.0288735678604568,0.705025096337553,B10,1,0.108616715511743,0.0777300323543271,0.0484844594857432,0.0288735678604568,-0.0175977763283273,-0.0464713441887841,-0.413634247947493
NC_035780.1_22010323,-0.0451757672823197,-0.280408730847129,0.0782467692247123,0.404526012269158,0.206364433591573,0.95989336047765,0.0643647618883198,0.337984955713985,B10,1,0.141999671703254,-0.109540529170639,0.0138820073363925,0.0643647618883198,0.237658193537501,0.173293431649181,1.17376103476961
NC_035780.1_22030105,0.09717868338558,0.66407968100257,0.0928955659578408,0.639830453593294,0.0958681911604923,0.656693950032384,-0.0392023147691546,-0.390066201609241,B10,1,0.135070505929647,0.136380998154735,0.132097880726995,-0.0392023147691546,-0.133408372952083,-0.0942060581829284,-1.03728238617272
NC_035780.1_22276346,0.00263132322727525,0.0522803720529681,-0.0294732744273352,-0.8708982504741,-0.0518518518518519,-4.00063466378425,-0.0362203037837939,-1.23658897093172,B10,-1,0.015631548068058,-0.0388516270110691,-0.00674702935645867,0.0362203037837939,0.0612302044355858,0.0250099006517919,4.41860575629483
NC_035780.1_22392376,0.00208855472013367,0.307484699747961,-0.00584795321637427,-1.77095634159829,0.060391363022942,2.48985244643982,0.0100250626566416,1.00866405200517,B10,1,0.0503663003663004,-0.00793650793650794,-0.0158730158730159,0.0100250626566416,0.0741758241758242,0.0641507615191826,4.96198814029532
NC_035780.1_22398500,0.0331277403525353,0.645368544742701,0.0441135492859631,0.7983348327486,0.0753767515199784,1.15104184431964,0.00718725718725719,0.175095104212355,B10,1,0.0681894943327213,0.0259404831652781,0.0369262920987059,0.00718725718725719,0.00532271906873729,-0.0018645381185199,-0.117566428959302
NC_035780.1_23575652,0.0423734226194558,0.871316165460644,0.0506474557713591,0.984504201193602,0.123777908000008,1.69607495689995,0.0477586870808652,0.94619722956101,B10,1,0.0760192209191428,-0.00538526446140941,0.00288876869049391,0.0477586870808652,0.0785157166900584,0.0307570296091932,0.786451819806718
NC_035780.1_23818494,0.0132756512678611,0.0574979180559836,-0.129509441223907,-0.636559413781852,-0.11351205593585,-0.547197928744929,-0.120429228157565,-0.585317147383807,B10,1,0.00691717222171534,0.133704879425426,-0.0090802130663416,-0.120429228157565,-0.11770749413737,0.00272173402019588,-0.553453580402867
NC_035780.1_24078909,0.0319109424957984,0.85868390821394,0.0256104892205639,0.734424860020855,0.0836613313522883,1.56290345886787,0.0148023169178263,0.482203373901537,B10,1,0.068859014434462,0.0171086255779721,0.0108081723027375,0.0148023169178263,0.0409422165537524,0.0261398996359261,0.451998064534616
NC_035780.1_24078931,0.00544677761172606,0.0886725188678321,0.0136518560814335,0.210638902363667,0.0871240514097657,0.965346506029774,0.0247665515413994,0.358052691317841,B10,1,0.0623574998683663,-0.0193197739296734,-0.0111146954599659,0.0247665515413994,0.0927919692580055,0.0680254177166061,1.02408777611612
NC_035780.1_24089934,0.037287792986336,1.070504494497,0.0899056215076395,1.77413610274461,0.0533184126726385,1.33193954753536,0.0289867337234231,0.907089795013118,B10,1,0.0243316789492154,0.00830105926291288,0.0609188877842164,0.0289867337234231,-0.0448882680979139,-0.073875001821337,-0.605611254693137
NC_035780.1_242942,-0.036080852093924,-0.225947892896126,0.0126372143676333,0.0726184000218526,0.0376175846933376,0.208422013095825,0.0145665643749935,0.0834562841451332,B10,1,0.0230510203183441,-0.0506474164689175,-0.00192935000736019,0.0145665643749935,0.0756277867946218,0.0610612224196283,0.445207790115232
NC_035780.1_24474445,0.0174611731288294,0.449961525888324,0.0311081166908414,0.706619109716287,0.0710107234627491,1.23807522918342,-0.00990962977903276,-0.376100827896028,B10,1,0.0809203532417818,0.0273708029078621,0.0410177464698741,-0.00990962977903276,0.0125318038640456,0.0224414336430783,-0.294606234317216
NC_035780.1_24474469,0.0171455938697318,0.466239388707336,0.0297380129054498,0.714928073315511,0.0825720768294872,1.4040320875803,-0.011632185545229,-0.496208827473722,B10,1,0.0942042623747163,0.0287777794149608,0.0413701984506788,-0.011632185545229,0.0240562845090766,0.0356884700543056,-0.273344201916265
NC_035780.1_24474513,0.0189237098662079,0.633216786598395,0.0419925851709278,1.10168359489946,0.0820740119724883,1.62978217398063,0.00560440671113806,0.229616215979549,B10,1,0.0764696052613503,0.0133193031550698,0.0363881784597897,0.00560440671113806,0.0267621236464908,0.0211577169353527,0.124498008462327
NC_035780.1_24494373,0.0151174361700677,0.479106721852603,0.0341751815436026,0.882787426693807,0.151110001110001,2.0990695994809,0.0353751747823548,0.903927343138156,B10,1,0.115734826327646,-0.020257738612287,-0.00119999323875217,0.0353751747823548,0.137192558178686,0.101817383396331,1.64110279407265
NC_035780.1_24637827,0.0276402777018841,2.50149502621811,0.0152803221974847,1.96208582133935,0.0210698442698241,2.2492597969257,0.0206484883339162,2.23082403645974,B10,1,0.000421355935907971,0.0069917893679679,-0.0053681661364315,0.0206484883339162,-0.00120226729562843,-0.0218507556295446,0.0165029858279753
NC_035780.1_24752700,-0.0109935199869193,-0.260713696820865,0.0354492125129873,0.575266527719779,0.0152666934294909,0.283415355134054,0.0184124411767095,0.333972874176977,B10,-1,0.00314574774721865,0.0294059611636288,-0.0170367713362778,-0.0184124411767095,-0.00922344208013236,0.00918899909657715,-0.302835398412117
NC_035780.1_24756549,-0.0559047273527167,-0.789066617012137,-0.0133495945244326,-0.146694390374513,-0.0734736760958826,-1.21801553394304,-0.0159848711511153,-0.177814487359516,B10,-1,0.0574888049447673,0.0399198562016014,-0.00263527662668268,0.0159848711511153,0.0202042253698486,0.0042193542187333,0.460069013915909
NC_035780.1_24797292,0.0730409356725146,0.340069039347882,0.0915473218587132,0.420398213611884,0.158975850880366,0.701163565392075,0.192918192918193,0.838160841810224,B10,-1,0.0339423420378273,0.119877257245678,0.10137087105948,-0.192918192918193,-0.187305786267331,0.00561240665086216,-0.778857154242532
NC_035780.1_24807218,0.0180150125104254,0.702536920909784,0.0312545507499636,1.02685688135925,0.0551056027986901,1.4448806503901,0.0175156280389154,0.688190582031334,B10,1,0.0375899747597746,0.000499384471509906,0.0137389227110481,0.0175156280389154,0.0233516675772166,0.00583603953830112,0.403677430152408
NC_035780.1_24826351,0.0118675262130836,0.396673973247158,0.0644131811145366,1.33371769722605,0.0797735716070658,1.50875250292988,0.00587369478259364,0.21469223757633,B10,1,0.0738998768244722,0.00599383143048996,0.0585394863319429,0.00587369478259364,0.00936655906203933,0.00349286427944569,-0.0069469299669942
NC_035780.1_24826489,-0.0801106569222511,-0.413232472568566,-0.10024374540103,-0.532439422922285,-0.15486445687376,-0.908210372021344,-0.0753068167714334,-0.385926675681083,B10,-1,0.0795576401023271,0.00480384015081775,0.0249369286295968,0.0753068167714334,0.0498168713219125,-0.0254899454495209,0.348465152211575
NC_035780.1_25165809,0.0169191919191919,0.461218799690003,0.116919191919192,1.70918006876465,0.113995020774682,1.68569473744538,0.0273801848269933,0.672360627320189,B10,1,0.0866148359476885,-0.0104609929078014,0.0895390070921986,0.0273801848269933,0.00753682176329129,-0.019843363063702,0.187656496310912
NC_035780.1_25192127,0.0110152714932127,0.382521875484978,0.0591803771316956,1.29063403393438,0.0703486583964708,1.42816149589395,-0.00784313725490196,-0.393670531615328,B10,1,0.0781917956513728,0.0188584087481146,0.0670235143865976,-0.00784313725490196,-0.00769012748333942,0.000153009771562546,-0.638664945140741
NC_035780.1_25202948,0.00133763208217635,0.0070128696339733,-0.0828740632412603,-0.496947791045729,-0.150049595350347,-1.06647182890435,0.0154097022518075,0.0794013810751564,B10,-1,0.165459297602155,0.0140720701696312,0.0982837654930678,-0.0154097022518075,0.0531034619394558,0.0685131641912633,0.497135526417434
NC_035780.1_25203176,-0.0853818505420336,-0.592283626299545,-0.0949722259939737,-0.67665054922094,-0.121582674571805,-0.943789548433515,-0.110104046703858,-0.821710718752353,B10,-1,0.0114786278679468,-0.0247221961618246,-0.0151318207098846,0.110104046703858,0.051332644739656,-0.0587714019642023,0.496566091665384
NC_035780.1_25301154,0.0349629138422242,2.27550270700946,0.0749899112187248,3.02260142813968,0.0578582434514638,2.76027624036062,0.0296470342522974,2.12397295310967,B10,1,0.0282112091991664,0.00531587958992678,0.0453428769664274,0.0296470342522974,-0.0224475473571878,-0.0520945816094852,-0.413854941678848
NC_035780.1_25934158,0.122653662127346,0.999002876102464,0.109531114520109,0.919039748541683,0.285315157655583,1.79697953328203,0.0847181492342783,0.756326082181477,B10,1,0.200597008421305,0.0379355128930681,0.0248129652858311,0.0847181492342783,0.137848530242406,0.0531303810081275,0.635262990819364
NC_035780.1_25957311,0.138281990337104,0.950300811605244,0.110981956974323,0.801216614983915,0.130664487828596,0.909835409931061,0.080740513630582,0.620511639519481,B10,1,0.0499239741980141,0.0575414767065221,0.0302414433437414,0.080740513630582,-0.0378589458522494,-0.118599459482831,-0.221170377138617
NC_035780.1_26063315,0.0149640374299391,0.425034800958754,0.0375563277107493,0.859287508515537,0.0730081520989234,1.32208044600508,0.0111227482195224,0.33081841993734,B10,1,0.061885403879401,0.00384128921041673,0.0264335794912269,0.0111227482195224,0.0316105351777574,0.020487786958235,0.368576556468126
NC_035780.1_26242761,0.0105854272158398,0.28946477711591,0.0264170848739065,0.616216485507547,0.0665477329276852,1.17609679287468,0.0006879088577081,0.021363457183615,B10,1,0.0658598240699771,0.0098975183581317,0.0257291760161984,0.0006879088577081,0.0302331296956469,0.0295452208379388,0.291778987434838
NC_035780.1_26242776,-0.0113677121503533,-0.329429904089984,0.0367301092957395,0.66997680759431,0.0417585103509502,0.737534459141154,0.00747667230707459,0.172486855241094,B10,1,0.0342818380438756,-0.0188443844574279,0.0292534369886649,0.00747667230707459,0.0238727855126386,0.016396113205564,0.569474410877922
NC_035780.1_26242948,0.00695607243641395,0.144684110879888,0.0397133793435458,0.652667810978852,0.0536300918581523,0.816482163840293,0.0289238592986541,0.508441609672953,B10,1,0.0247062325594983,-0.0219677868622401,0.0107895200448917,0.0289238592986541,0.0358844993768467,0.00696064007819259,0.527571851654507
NC_035780.1_26370867,0.0971681976906059,0.552714415788217,0.180005550462435,0.934068261116895,0.226923959357588,1.13215214677596,-0.0215305451607466,-0.151258224350836,B10,1,0.248454504518334,0.118698742851353,0.201536095623181,-0.0215305451607466,-0.0717803339561994,-0.0502497887954528,-0.505888754479987
NC_035780.1_26403392,-0.0365121128013762,-0.627054477514595,-0.0356467559152981,-0.607353553982612,-0.0628855846247151,-1.51752458835625,-0.0184664559950601,-0.274625804225927,B10,-1,0.0444191286296549,0.0180456568063161,0.017180299920238,0.0184664559950601,0.00919317190310089,-0.00927328409195924,0.557742361084969
NC_035780.1_26403406,-0.0430466535164417,-0.765144583086572,-0.033293021316125,-0.540977234567149,-0.0667759909719284,-1.65797873113409,-0.006374168271017,-0.0859163297487844,B10,-1,0.0604018227009114,0.0366724852454247,0.026918853045108,0.006374168271017,-0.00318951558962132,-0.00956368386063832,0.437773243229158
NC_035780.1_2654159,-0.0393522703384486,-0.298029740617524,-0.0812689763608762,-0.708387650468345,-0.125676946433427,-1.37898354854052,-0.00106333655861959,-0.00731414665145969,B10,-1,0.124613609874807,0.038288933779829,0.0802056398022566,0.00106333655861959,0.00611903629272183,0.00505569973410223,0.379880304106107
NC_035780.1_26587849,-0.0870932151169686,-0.796071927059224,-0.109671995008178,-1.12248575871141,-0.0889376663454601,-0.819612255845597,-0.0824255368594414,-0.738464763841324,B10,-1,0.00651212948601874,0.00466767825752722,0.0272464581487362,0.0824255368594414,-0.0254020069202446,-0.107827543779686,-0.360480666083717
NC_035780.1_26641245,0.0416401638180009,0.327068917776475,0.00917235873948105,0.0788207309503903,0.107613972146123,0.735442556361864,-0.00986500239082096,-0.0902475645138154,B10,1,0.117478974536944,0.0515051662088219,0.019037361130302,-0.00986500239082096,0.04693644719782,0.0568014495886409,0.239305343121183
NC_035780.1_26641443,-0.000368034876336965,-0.00194339004149136,0.0227733271479611,0.116876445919303,0.0090749542750978,0.0473479247777791,-0.021891794162022,-0.119064406180926,B10,1,0.0309667484371198,0.021523759285685,0.0446651213099831,-0.021891794162022,-0.0352221321585483,-0.0133303379965263,-0.186649537280959
NC_035780.1_26642058,0.0233723660742294,0.851945703205222,0.0344650982200624,1.10040504620111,0.0874063501650167,1.85423954105336,-0.0118512813930604,-1.07129884670431,B10,1,0.0992576315580771,0.0352236474672898,0.0463163796131228,-0.0118512813930604,0.0177176044776645,0.0295688858707249,-1.16941005505729
NC_035780.1_26886056,-0.0307682715400673,-0.227876781140659,-0.0127120107484764,-0.089935653308413,-0.0231911098645849,-0.168382311701043,0.0458005567180759,0.287592009595678,B10,-1,0.0689916665826608,0.0765688282581432,0.0585125674665523,-0.0458005567180759,-0.0660897291420347,-0.0202891724239588,-0.437022132343706
NC_035780.1_26886554,0.0353673948745771,1.1952847958422,0.0474423612473885,1.41855657655855,0.0890658730773006,1.96735314721361,-0.011419325011558,-1.23474446299269,B10,1,0.100485198088859,0.0467867198861351,0.0588616862589465,-0.011419325011558,-0.00516320805622299,0.00625611695533503,-1.88123268817983
NC_035780.1_27668305,0.0382074853626578,1.29257987399746,0.0452136089431171,1.42310425363462,0.071123239712933,1.80756798080191,0.00118692190609999,0.076025400000356,B10,1,0.069936317806833,0.0370205634565578,0.0440266870370172,0.00118692190609999,-0.011110932686742,-0.0122978545928419,-0.832090746829821
NC_035780.1_27795173,0.0287965059714628,0.440464413677669,0.0898981403607139,1.04782670671766,0.197681859999221,1.73341284748665,0.0313966632056586,0.473198996653669,B10,1,0.166285196793562,-0.00260015723419584,0.0585014771550554,0.0313966632056586,0.110383876872703,0.0789872136670443,0.718320723744987
NC_035780.1_27798619,0.0754795305288945,0.409868532571435,0.0864787174220411,0.463415977795186,0.15734557284441,0.784958131596373,0.0265817548298323,0.154454027067694,B10,1,0.130763818014578,0.0488977756990622,0.0598969625922088,0.0265817548298323,0.0219690797233071,-0.00461267510652519,0.0661276482974451
NC_035780.1_27798629,0.0624889389306921,0.266447204931287,0.0807679666864944,0.341611576577355,0.16515363940241,0.681281875582577,0.0252429742776946,0.109777641134282,B10,1,0.139910665124716,0.0372459646529976,0.0555249924087998,0.0252429742776946,0.0471397080629182,0.0218967337852236,0.183000735208217
NC_035780.1_27798655,0.0681758767546701,0.289162655399013,0.102903892536325,0.430585944846619,0.169979919670021,0.699534575548708,0.0514407298623559,0.219892572510805,B10,1,0.118539189807665,0.0167351468923142,0.051463162673969,0.0514407298623559,0.0503408802413823,-0.00109984962097359,0.199678547813881
NC_035780.1_27798656,-0.0561251411924806,-0.224759570688908,-0.0578731525490506,-0.231784033341646,-0.117854954455294,-0.476132307742593,0.0487052013660166,0.194976432601837,B10,-1,0.16656015582131,0.104830342558497,0.106578353915067,-0.0487052013660166,-0.0448485406522541,0.00385666071376245,-0.175387728889798
NC_035780.1_27833517,0.00259545696488427,0.042530053903286,0.0717231759243204,0.831456617599256,0.0760436706623533,0.867805092270402,0.0513759294003196,0.645765365602183,B10,1,0.0246677412620337,-0.0487804724354354,0.0203472465240007,0.0513759294003196,0.0531009671734683,0.00172503777314865,0.639583786370044
NC_035780.1_27851034,-0.110578474181734,-0.519459790712436,-0.0411552816616108,-0.181909014753287,-0.101509042119592,-0.472440010839844,-0.0797008371502088,-0.363377819107055,B10,-1,0.0218082049693834,0.0308776370315253,-0.0385455554885981,0.0797008371502088,0.0294761234264562,-0.0502247137237526,0.134449024481176
